First Name,Last Name Initial,Coolness,Length of First Name,Distance,is_Cool
Dorothy,D,39,7,0,0
Dillon,T,32,6,16,0
Wendy,S,59,5,4,0
Larry,Z,57,5,14,0
Isabel,O,45,6,6,0
Robert,X,55,6,6,0
Esther,G,66,6,2,0
Susan,L,32,5,7,0
William,B,63,7,21,0
William,W,57,7,0,0
Everett,M,1,7,8,0
Ida,O,2,3,6,0
Brenda,T,21,6,18,0
Charity,K,67,7,8,0
Tommy,P,63,5,4,0
Ronald,U,71,6,3,0
Michael,W,28,7,10,0
Charles,R,55,7,15,0
Anthony,R,37,7,17,0
James,J,79,5,0,1
Vera,S,50,4,3,0
Joe,G,32,3,3,0
Ryan,U,10,4,3,0
Donna,G,26,5,3,0
Mary,U,50,4,8,0
Nancy,M,63,5,1,0
Mary,M,12,4,0,0
Tiffany,Y,90,7,5,1
Candance,S,68,8,16,0
Denise,E,82,6,1,1
David,V,28,5,18,0
Mary,F,84,4,7,1
Mildred,I,74,7,4,0
Harvey,X,37,6,16,0
Anthony,P,19,7,15,0
James,R,31,5,8,0
Sandra,D,11,6,15,0
Jeffery,L,93,7,2,1
Monica,D,42,6,9,0
Sandra,X,49,6,5,0
Herbert,I,11,7,1,0
Geraldine,E,39,9,2,0
Sergio,G,72,6,12,0
Leo,F,81,3,6,1
Helen,C,50,5,5,0
Antonina,Z,65,8,25,0
Crystal,S,32,7,16,0
Theresa,O,22,7,5,0
Nancy,D,11,5,10,0
James,R,58,5,8,0
Pamela,N,19,6,2,0
Michael,J,77,7,3,1
Alison,V,15,6,21,0
Jesse,Q,12,5,7,0
Rose,X,90,4,6,1
Karen,Q,22,5,6,0
Henrietta,S,34,9,11,0
Dana,O,58,4,11,0
Charles,O,12,7,12,0
Raymond,E,97,7,13,1
Courtney,A,63,8,2,0
Frank,E,32,5,1,0
Kayla,Z,27,5,15,0
Kaylee,N,52,6,3,0
Willie,L,95,6,11,1
Thelma,Q,12,6,3,0
Kevin,E,97,5,6,1
Marty,Z,45,5,13,0
Robert,W,89,6,5,1
Beverly,S,57,7,17,0
Charles,T,66,7,17,0
Edgar,W,91,5,18,1
Paula,X,66,5,8,0
Wanda,R,86,5,5,1
Lloyd,W,7,5,11,0
Ashley,C,54,6,2,0
Cristina,D,93,8,1,1
Garrett,A,69,7,6,0
Mary,X,94,4,11,1
Johnny,X,85,6,14,1
Courtney,I,1,8,6,0
Carol,V,68,5,19,0
Erica,F,5,5,1,0
Linda,O,46,5,3,0
Sharon,Q,89,6,2,1
Amos,H,74,4,7,0
Whitney,I,54,7,14,0
Ricky,N,35,5,4,0
Albert,T,98,6,19,1
David,N,55,5,10,0
Stephanie,G,91,9,12,1
Sheila,U,45,6,2,0
Richard,U,87,7,3,1
Elaine,M,38,6,8,0
Brian,G,57,5,5,0
Julie,D,60,5,6,0
Gloria,J,79,6,3,1
Theresa,R,21,7,2,0
Darryl,V,7,6,18,0
Kelly,Y,65,5,14,0
Henry,A,86,5,7,1
Andrew,O,13,6,14,0
Charles,R,38,7,15,0
Rex,O,75,3,3,0
Jack,O,27,4,5,0
Corrinne,Z,99,8,23,1
Paul,E,94,4,11,1
Sharon,V,1,6,3,0
Derrick,C,16,7,1,0
Eric,W,11,4,18,0
Philip,A,37,6,15,0
Anna,F,5,4,5,0
Wilma,S,34,5,4,0
Mary,R,56,4,5,0
Joe,I,28,3,1,0
Benjamin,A,3,8,1,0
Cynthia,E,87,7,2,1
Melissa,L,91,7,1,1
Scott,Y,95,5,6,1
Hector,O,39,6,7,0
Mary,Z,52,4,13,0
Veronica,Z,0,8,4,0
Andrew,S,28,6,18,0
Debra,J,64,5,6,0
Gregory,L,10,7,5,0
Steve,R,96,5,1,1
Roxanne,L,52,7,6,0
Ted,K,49,3,9,0
Wayne,U,95,5,2,1
Bryan,H,78,5,6,1
Carrie,D,11,6,1,0
Loretta,O,81,7,3,1
Carlos,D,64,6,1,0
Johnathan,W,79,9,13,1
Luz,L,6,3,0,0
Brandon,G,2,7,5,0
Dennis,X,37,6,20,0
Tara,C,90,4,17,1
Jody,L,13,4,2,0
Stephen,Z,68,7,7,0
Grace,M,89,5,6,1
Andy,I,78,4,8,1
Dovie,L,30,5,8,0
Curt,A,96,4,2,1
Daniel,H,85,6,4,1
Julia,M,51,5,3,0
Patricia,E,2,8,11,0
Gary,W,72,4,16,0
Despina,X,87,7,20,1
Stephen,Y,69,7,6,0
Justin,C,5,6,7,0
Marine,A,45,6,12,0
Brian,O,54,5,13,0
Carol,D,70,5,1,0
William,F,43,7,17,0
Lisa,O,51,4,3,0
Chris,P,17,5,13,0
Luke,J,22,4,2,0
James,J,20,5,0,0
Paul,F,91,4,10,1
Virginia,O,88,8,7,1
Merlene,Q,32,7,4,0
Todd,S,77,4,1,1
Garry,J,63,5,3,0
Miriam,W,16,6,10,0
Betty,Q,93,5,15,1
Beverly,J,93,7,8,1
Rayna,O,24,5,3,0
Sally,H,16,5,11,0
Lillian,H,77,7,4,1
William,X,8,7,1,0
Thomas,G,85,6,13,1
Anita,Q,11,5,16,0
Donald,K,91,6,7,1
Beatrice,S,27,8,17,0
Rosa,B,56,4,16,0
Georgia,U,21,7,14,0
Matthew,X,1,7,11,0
Silas,B,67,5,17,0
Thomas,V,67,6,2,0
Raina,M,84,5,5,1
Ethel,S,91,5,14,1
Christopher,U,67,11,18,0
Melida,I,58,6,4,0
Daniel,K,26,6,7,0
Stephane,B,65,8,17,0
Annie,Y,42,5,24,0
Jack,H,75,4,2,0
Melissa,Y,0,7,12,0
Marlene,F,72,7,7,0
Amelia,U,33,6,20,0
Donald,C,95,6,1,1
Guadalupe,Y,14,9,18,0
Harry,M,54,5,5,0
Gary,U,96,4,14,1
Wayne,T,7,5,3,0
Wesley,M,30,6,10,0
Jerrod,T,0,6,10,0
Mildred,N,35,7,1,0
Emily,Y,98,5,20,1
Helen,N,96,5,6,1
Shelly,B,19,6,17,0
Dale,N,73,4,10,0
Michael,T,34,7,7,0
Solomon,F,59,7,13,0
Mark,I,84,4,4,1
Mary,O,60,4,2,0
Marion,X,18,6,11,0
Joe,Q,72,3,7,0
Booker,P,42,6,14,0
Marcia,G,90,6,6,1
Kevin,O,82,5,4,1
Daniel,J,45,6,6,0
Virgie,M,84,6,9,1
Jason,K,8,5,1,0
Brenda,L,38,6,10,0
Ione,C,26,4,6,0
Coleman,B,43,7,1,0
Huey,M,36,4,5,0
Millard,X,81,7,11,1
David,R,21,5,14,0
Carol,H,46,5,5,0
Rodney,Z,64,6,8,0
Sandra,E,49,6,14,0
James,W,19,5,13,0
Doreen,M,31,6,9,0
Estelle,S,14,7,14,0
Emily,G,2,5,2,0
Melinda,D,9,7,9,0
Mary,J,78,4,3,1
Elaine,D,36,6,1,0
Erin,Y,16,4,20,0
Kimberly,A,63,8,10,0
Jennifer,Z,79,8,16,1
Donald,N,98,6,10,1
Rhonda,E,46,6,13,0
Delia,L,93,5,8,1
Stephanie,I,67,9,10,0
Deborah,Y,25,7,21,0
Earnest,Q,94,7,12,1
Lisa,M,95,4,1,1
William,P,47,7,7,0
Colleen,P,39,7,13,0
Maria,L,30,5,1,0
Harriett,I,82,8,1,1
Ray,U,21,3,3,0
John,N,8,4,4,0
Dora,K,100,4,7,1
Patricia,E,67,8,11,0
Fred,B,70,4,4,0
Allan,Q,7,5,16,0
Enoch,N,42,5,9,0
Charles,B,46,7,1,0
Annette,F,52,7,5,0
Craig,R,2,5,15,0
Elizabeth,Z,4,9,21,0
Wayne,R,31,5,5,0
Sandra,F,98,6,13,1
Angie,U,75,5,20,0
Ilona,Y,85,5,16,1
Glen,M,99,4,6,1
Jason,B,28,5,8,0
Robert,V,93,6,4,1
Robert,Y,11,6,7,0
Bobby,U,94,5,19,1
Deborah,Z,52,7,22,0
Howard,G,19,6,1,0
James,X,8,5,14,0
Brian,L,19,5,10,0
Larry,P,29,5,4,0
Timothy,H,0,7,12,0
Jessie,E,36,6,5,0
Hector,E,22,6,3,0
Kylie,M,19,5,2,0
Linda,H,1,5,4,0
Craig,C,24,5,0,0
Frank,W,49,5,17,0
Sherri,A,35,6,18,0
Helen,H,19,5,0,0
Olive,K,31,5,4,0
Delta,P,39,5,12,0
Robert,V,82,6,4,1
Paul,L,95,4,4,1
Leonard,X,11,7,12,0
Charles,V,93,7,19,1
Lisa,T,43,4,8,0
Vivian,P,2,6,6,0
Julia,U,94,5,11,1
Ruth,F,98,4,12,1
Junior,N,84,6,4,1
Harold,H,47,6,0,0
Shane,M,64,5,6,0
Samuel,Q,62,6,2,0
Joan,M,41,4,3,0
Margaret,B,46,8,11,0
Steven,U,33,6,2,0
Sonja,S,8,5,0,0
Linn,F,17,4,6,0
Brenda,Z,64,6,24,0
Jerry,M,31,5,3,0
Emily,O,61,5,10,0
Angel,O,23,5,14,0
Cristina,Q,41,8,14,0
Sam,S,39,3,0,0
Walter,L,6,6,11,0
Julie,Q,62,5,7,0
Joey,E,6,4,5,0
Ruthie,O,61,6,3,0
David,A,46,5,3,0
Sam,R,41,3,1,0
Douglas,B,3,7,2,0
Kellie,J,63,6,1,0
Donald,E,23,6,1,0
Barbra,H,8,6,6,0
Robert,Q,66,6,1,0
Peter,F,74,5,10,0
Roman,E,86,5,13,1
Vannessa,X,9,8,2,0
Alton,X,51,5,23,0
Samuel,R,60,6,1,0
Erin,X,23,4,19,0
Karen,B,95,5,9,1
Sandra,X,77,6,5,1
Rosalind,S,99,8,1,1
Mary,B,97,4,11,1
Jasmine,F,5,7,4,0
Lelah,X,89,5,12,1
Linda,X,78,5,12,1
Darius,M,36,6,9,0
Jeanette,J,48,8,0,0
Jesse,Z,90,5,16,1
Angela,J,98,6,9,1
Darren,P,97,6,12,1
William,D,30,7,19,0
Barbara,Z,55,7,24,0
John,B,58,4,8,0
Bertha,Q,64,6,15,0
Carolyn,K,46,7,8,0
Lisa,F,65,4,6,0
Pamela,Z,93,6,10,1
Gary,U,21,4,14,0
Leon,S,79,4,7,1
John,E,89,4,5,1
So,C,63,2,16,0
Mary,J,77,4,3,1
Daniel,S,17,6,15,0
Suzanne,T,6,7,1,0
Steve,Q,15,5,2,0
Robert,C,6,6,15,0
Barbara,T,40,7,18,0
William,D,72,7,19,0
Marc,V,74,4,9,0
Martha,H,52,6,5,0
Terry,G,68,5,13,0
James,B,7,5,8,0
Franklin,Y,23,8,19,0
Crystal,A,96,7,2,1
Mary,C,28,4,10,0
William,V,78,7,1,1
Robert,Z,60,6,8,0
Deborah,M,5,7,9,0
Sean,Q,43,4,2,0
Bob,C,52,3,1,0
Michelle,V,59,8,9,0
Minnie,R,16,6,5,0
Victoria,I,36,8,13,0
Emil,Z,39,4,21,0
Carrie,L,34,6,9,0
George,Q,78,6,10,1
Mary,E,98,4,8,1
Julie,B,84,5,8,1
Gabriel,A,39,7,6,0
Lewis,L,9,5,0,0
Laquita,I,26,7,3,0
Joseph,P,50,6,6,0
Matthew,G,100,7,6,1
Robert,O,100,6,3,1
Jodie,Y,93,5,15,1
Sheri,Y,92,5,6,1
Ramon,U,63,5,3,0
Roxane,V,41,6,4,0
Joan,E,66,4,5,0
Ryan,E,20,4,13,0
Karen,A,90,5,10,1
Charles,K,11,7,8,0
Paul,L,1,4,4,0
Patricia,Q,13,8,1,0
Hugo,W,48,4,15,0
Michael,Z,77,7,13,1
Robert,W,80,6,5,1
Joan,K,24,4,1,0
Robert,U,61,6,3,0
Elsie,K,24,5,6,0
Steven,U,71,6,2,0
William,H,84,7,15,1
Bert,Y,27,4,23,0
Rosa,A,91,4,17,1
Joan,V,71,4,12,0
Casey,G,63,5,4,0
Alice,Q,61,5,16,0
Colleen,V,45,7,19,0
Peggy,Z,33,5,10,0
Eric,L,47,4,7,0
Melinda,B,36,7,11,0
Roxanne,U,55,7,3,0
Karen,O,16,5,4,0
Eva,M,100,3,8,1
Jason,W,45,5,13,0
Kristin,X,94,7,13,1
Tim,Y,15,3,5,0
Mary,K,79,4,2,1
Peter,J,48,5,6,0
Dwayne,V,0,6,18,0
Gordon,O,67,6,8,0
Laura,V,85,5,10,1
Frances,Q,3,7,11,0
Blanche,N,17,7,12,0
Lawrence,Q,40,8,5,0
Gordon,D,57,6,3,0
Mario,M,22,5,0,0
Douglas,P,63,7,12,0
Cheryll,D,84,7,1,1
Jeanne,P,5,6,6,0
Mary,W,99,4,10,1
Alfredo,S,58,7,18,0
Matthew,K,82,7,2,1
Joe,T,16,3,10,0
Robert,M,11,6,5,0
David,I,51,5,5,0
Roy,N,14,3,4,0
Lawrence,W,51,8,11,0
Frances,W,38,7,17,0
Zelda,J,3,5,16,0
Craig,S,41,5,16,0
Allison,B,36,7,1,0
Norbert,X,47,7,10,0
Adele,B,79,5,1,1
Eleanore,G,58,8,2,0
Charles,X,48,7,21,0
Gary,E,85,4,2,1
Tina,B,11,4,18,0
Stephen,J,87,7,9,1
Michael,Q,3,7,4,0
Bruno,Z,45,5,24,0
Christopher,P,86,11,13,1
Daniela,L,7,7,8,0
Kevin,D,88,5,7,1
Robert,A,34,6,17,0
Kesha,K,89,5,0,1
Kenneth,K,49,7,0,0
Robert,D,71,6,14,0
Emma,X,64,4,19,0
Wanda,K,96,5,12,1
Thomas,K,43,6,9,0
Linda,F,41,5,6,0
Elizabeth,H,9,9,3,0
Alan,S,64,4,18,0
Elaine,F,85,6,1,1
Randy,I,4,5,9,0
Carol,C,9,5,0,0
Ramiro,J,84,6,8,1
Bonnie,F,1,6,4,0
Kimberly,E,39,8,6,0
Brian,U,41,5,19,0
Kevin,L,10,5,1,0
Gregory,E,4,7,2,0
Norris,R,16,6,4,0
Thomas,Q,95,6,3,1
Felicia,A,9,7,5,0
Trinh,U,75,5,1,0
Mary,L,13,4,1,0
Margaret,Y,17,8,12,0
Katherine,D,39,9,7,0
Patricia,X,56,8,8,0
Gary,O,85,4,8,1
Lamont,B,77,6,10,1
Diane,M,75,5,9,0
Dexter,K,98,6,7,1
Audrey,X,89,6,23,1
Joseph,Z,39,6,16,0
Kimberly,D,71,8,7,0
Randall,H,34,7,10,0
James,I,1,5,1,0
Floyd,N,10,5,8,0
Karen,V,46,5,11,0
Jason,H,99,5,2,1
Ruby,H,19,4,10,0
Cynthia,X,19,7,21,0
James,R,48,5,8,0
Bill,Q,84,4,15,1
Sara,E,95,4,14,1
Kyle,E,70,4,6,0
Dolores,E,68,7,1,0
Javier,V,20,6,12,0
Brandi,Q,100,6,15,1
Edward,R,62,6,13,0
Margaret,E,24,8,8,0
Elizabeth,N,3,9,9,0
Rafaela,A,35,7,17,0
Alvin,M,69,5,12,0
Nancy,S,62,5,5,0
Tammy,E,49,5,15,0
Bobby,Q,27,5,15,0
Susan,P,2,5,3,0
Brent,H,73,5,6,0
John,N,49,4,4,0
Jeffrey,C,23,7,7,0
John,S,71,4,9,0
Tom,F,6,3,14,0
Shirley,W,4,7,4,0
Stephanie,E,33,9,14,0
Earl,Z,50,4,21,0
Bertha,N,87,6,12,1
Rick,C,60,4,15,0
Mary,X,73,4,11,0
Daisey,K,64,6,7,0
Ernest,C,13,6,2,0
Earlie,L,23,6,7,0
Mary,N,85,4,1,1
Jeffrey,Y,78,7,15,1
Matthew,U,69,7,8,0
Anna,T,92,4,19,1
Shena,R,43,5,1,0
Eva,Y,85,3,20,1
Jeanette,V,49,8,12,0
Juana,X,67,5,14,0
Doloris,G,67,7,3,0
Andrew,L,50,6,11,0
Tina,V,77,4,2,1
Lisa,D,79,4,8,1
Christina,G,91,9,4,1
Jill,W,39,4,13,0
Sharon,S,17,6,0,0
Xiomara,J,22,7,14,0
Cary,E,81,4,2,1
Alison,E,72,6,4,0
William,A,45,7,22,0
Phyllis,L,72,7,4,0
Kenneth,Y,92,7,14,1
Moses,L,84,5,1,1
Trang,R,45,5,2,0
Judy,U,42,4,11,0
Deborah,P,32,7,12,0
Richard,L,41,7,6,0
Hazel,O,22,5,7,0
Velma,I,66,5,13,0
Harold,W,11,6,15,0
Bonita,B,22,6,0,0
Vanessa,J,5,7,12,0
Mercedes,Q,64,8,4,0
Curtis,J,1,6,7,0
Dorothy,R,77,7,14,1
Justin,X,59,6,14,0
Randy,T,28,5,2,0
Christine,G,72,9,4,0
Margaret,R,91,8,5,1
Kristy,K,17,6,0,0
Natalia,Y,28,7,11,0
Patsy,U,56,5,5,0
Michael,Q,18,7,4,0
Sandra,D,25,6,15,0
Maria,M,61,5,0,0
Hattie,J,51,6,2,0
Sarah,B,44,5,17,0
Otha,M,63,4,2,0
Karen,B,10,5,9,0
Richard,S,28,7,1,0
Vanessa,N,67,7,8,0
Jane,T,92,4,10,1
Jane,Z,81,4,16,1
Anna,X,96,4,23,1
Marvin,J,70,6,3,0
Deborah,V,97,7,18,1
Stephine,P,45,8,3,0
Angela,Y,65,6,24,0
Lillian,T,26,7,8,0
Keith,U,9,5,10,0
Mary,E,47,4,8,0
Victoria,J,79,8,12,1
Neil,C,67,4,11,0
Victoria,A,96,8,21,1
Richard,S,32,7,1,0
Kenneth,Y,56,7,14,0
James,M,82,5,3,1
George,I,58,6,2,0
Anne,M,99,4,12,1
Anthony,O,67,7,14,0
Stanley,I,36,7,10,0
Harold,W,57,6,15,0
Gloria,Z,23,6,19,0
Timothy,B,46,7,18,0
Olive,A,65,5,14,0
Shannon,H,50,7,11,0
Daniel,O,31,6,11,0
Pauline,M,33,7,3,0
William,Q,55,7,6,0
Patricia,J,86,8,6,1
James,B,91,5,8,1
Antonio,S,63,7,18,0
Harry,Z,79,5,18,1
David,L,14,5,8,0
Kelly,U,67,5,10,0
Virgil,I,42,6,13,0
Cheri,E,62,5,2,0
Vicky,F,92,5,16,1
Guy,J,6,3,3,0
Beverly,N,66,7,12,0
Thomas,M,68,6,7,0
Eddie,O,59,5,10,0
Wm,F,26,2,17,0
Bert,T,27,4,18,0
Mark,W,77,4,10,1
Barbara,B,43,7,0,0
Matthew,B,2,7,11,0
Betty,J,80,5,8,1
Owen,E,83,4,10,1
John,M,26,4,3,0
James,C,34,5,7,0
Russell,W,1,7,5,0
Diane,V,88,5,18,1
Charles,R,45,7,15,0
Henry,B,15,5,6,0
Alex,L,83,4,11,1
Brittany,W,61,8,21,0
Jerome,Q,6,6,7,0
Betty,I,100,5,7,1
Ray,X,97,3,6,1
Cynthia,R,30,7,15,0
Pa,A,83,2,15,1
Richard,X,30,7,6,0
Olivia,H,5,6,7,0
Royal,Z,25,5,8,0
Michelle,G,34,8,6,0
Jan,C,82,3,7,1
Lillian,F,88,7,6,1
Fernando,M,42,8,7,0
Beatrice,V,96,8,20,1
Juan,J,17,4,0,0
Marcus,J,57,6,3,0
Michael,H,14,7,5,0
Ann,C,50,3,2,0
Ramona,F,52,6,12,0
James,M,46,5,3,0
Marlena,Y,87,7,12,1
Raymond,C,69,7,15,0
Christopher,Y,12,11,22,0
Jonathon,G,21,8,3,0
Christopher,S,70,11,16,0
Theresa,U,90,7,1,1
Antoinette,S,63,10,18,0
Kathryn,C,62,7,8,0
Brian,C,19,5,1,0
Nancy,S,93,5,5,1
Robert,C,21,6,15,0
Frank,J,67,5,4,0
John,K,46,4,1,0
Darius,Q,95,6,13,1
Ruby,Q,35,4,1,0
Patrick,H,30,7,8,0
Anne,P,84,4,15,1
Jeff,K,95,4,1,1
Catherine,Z,23,9,23,0
Donald,N,75,6,10,0
Pedro,U,9,5,5,0
Kenneth,N,52,7,3,0
Don,Y,63,3,21,0
Matthew,I,92,7,4,1
Betty,Q,97,5,15,1
Barbara,B,15,7,0,0
Jane,H,39,4,2,0
Antonia,E,26,7,4,0
Blanca,Q,71,6,15,0
Louise,Q,86,6,5,1
James,J,95,5,0,1
Robert,O,8,6,3,0
Robin,L,52,5,6,0
Stanley,V,69,7,3,0
Joseph,A,69,6,9,0
Arlene,Z,51,6,25,0
Rosemary,E,51,8,13,0
Concetta,S,96,8,16,1
Shae,O,73,4,4,0
Brenda,N,100,6,12,1
Melony,M,87,6,0,1
Julie,D,1,5,6,0
Yen,Y,100,3,0,1
Jennifer,K,10,8,1,0
Ann,P,12,3,15,0
Mark,A,91,4,12,1
Angela,Y,85,6,24,1
Willie,A,79,6,22,1
James,L,88,5,2,1
John,M,98,4,3,1
Jaime,B,69,5,8,0
Daniel,N,30,6,10,0
David,W,76,5,19,1
Clark,O,41,5,12,0
Michelle,W,26,8,10,0
Daniel,I,37,6,5,0
Bobby,E,60,5,3,0
Frances,Q,71,7,11,0
Mallory,W,30,7,10,0
Caroline,L,46,8,9,0
Maura,A,65,5,12,0
James,O,76,5,5,1
Kelly,O,94,5,4,1
Michael,R,34,7,5,0
James,T,65,5,10,0
George,K,46,6,4,0
Lynn,G,6,4,5,0
Sandra,T,7,6,1,0
Todd,J,19,4,10,0
Michael,Y,88,7,12,1
Antonio,B,40,7,1,0
Jennifer,E,77,8,5,1
Charles,R,20,7,15,0
Ronda,G,15,5,11,0
John,X,89,4,14,1
Dana,G,3,4,3,0
Pearl,I,38,5,7,0
Sanford,N,7,7,5,0
Cheryl,Z,23,6,23,0
Jonathan,P,38,8,6,0
Wilford,B,96,7,21,1
Bonnie,H,55,6,6,0
Melissa,O,44,7,2,0
Josephine,P,38,9,6,0
Socorro,F,25,7,13,0
Jack,J,81,4,0,1
Raphael,E,2,7,13,0
Daniel,K,89,6,7,1
Andre,I,44,5,8,0
Helen,P,31,5,8,0
Donald,P,50,6,12,0
Glenn,V,56,5,15,0
Ariana,A,33,6,0,0
Patricia,F,45,8,10,0
Susann,L,36,6,7,0
Frank,W,98,5,17,1
Billy,Y,58,5,23,0
Patricia,G,13,8,9,0
Renee,O,43,5,3,0
Douglas,P,43,7,12,0
Mary,E,84,4,8,1
Robert,T,26,6,2,0
Beverly,L,40,7,10,0
Lewis,E,14,5,7,0
Christine,N,61,9,11,0
Edward,P,39,6,11,0
Anita,N,20,5,13,0
Otis,H,22,4,7,0
Irene,U,31,5,12,0
Myra,V,22,4,9,0
Brett,M,0,5,11,0
Rosa,T,64,4,2,0
Fidel,M,32,5,7,0
Vanessa,W,79,7,1,1
Ricky,H,79,5,10,1
Steven,Z,52,6,7,0
Myrna,R,0,5,5,0
Stephanie,V,2,9,3,0
Minnie,B,40,6,11,0
Clyde,D,55,5,1,0
Mark,J,91,4,3,1
Diane,K,45,5,7,0
Manuel,Z,87,6,13,1
Jeffrey,J,25,7,0,0
Angie,J,41,5,9,0
Anne,R,99,4,17,1
Gordon,H,96,6,1,1
Frances,Z,81,7,20,1
Ricky,M,26,5,5,0
Marc,G,37,4,6,0
Linda,S,17,5,7,0
Bradley,K,0,7,9,0
John,J,68,4,0,0
Maybell,U,40,7,8,0
Latesha,Y,8,7,13,0
Emily,B,57,5,3,0
Issac,S,6,5,10,0
Elizabeth,E,99,9,0,1
Marty,B,28,5,11,0
Joseph,E,95,6,5,1
Chris,C,37,5,0,0
Gabriel,J,50,7,3,0
Jeremy,E,28,6,5,0
Daniel,B,23,6,2,0
Anthony,P,20,7,15,0
Mike,V,20,4,9,0
Donald,B,26,6,2,0
Helen,F,98,5,2,1
Darrel,T,81,6,16,1
Herma,W,73,5,15,0
Susan,F,84,5,13,1
Ned,K,18,3,3,0
Jennifer,S,83,8,9,1
Ryan,Z,70,4,8,0
Sharron,X,98,7,5,1
Ann,O,54,3,14,0
Grady,F,34,5,1,0
Kimberly,T,13,8,9,0
Jenna,K,33,5,1,0
Jeffrey,S,13,7,9,0
Dorothy,P,18,7,12,0
Robert,P,78,6,2,1
Adela,X,45,5,23,0
Richard,K,82,7,7,1
Richard,E,39,7,13,0
Joseph,V,68,6,12,0
Tammy,P,38,5,4,0
Delpha,O,96,6,11,1
Martin,I,1,6,4,0
Angelo,Z,86,6,25,1
Bernardina,O,81,10,13,1
Megan,X,60,5,11,0
James,J,96,5,0,1
Anjanette,P,29,9,15,0
Richard,N,86,7,4,1
Bonnie,M,22,6,11,0
Michael,E,68,7,8,0
Deana,M,86,5,9,1
Gerard,W,89,6,16,1
Nancy,F,24,5,8,0
Teresa,Q,53,6,3,0
Harriett,T,33,8,12,0
Billy,Z,43,5,24,0
Karen,B,82,5,9,1
Anne,L,36,4,11,0
Kirk,E,13,4,6,0
Lori,I,6,4,3,0
Lewis,E,7,5,7,0
Cynthia,I,29,7,6,0
Guillermo,L,0,9,5,0
Chad,H,43,4,5,0
Christopher,U,9,11,18,0
Basil,J,83,5,8,1
Anne,H,3,4,7,0
Alice,V,0,5,21,0
Charles,V,78,7,19,1
Bonnie,B,13,6,0,0
Evelyn,V,21,6,17,0
Ann,L,56,3,11,0
Maria,Y,7,5,12,0
Deadra,N,80,6,10,1
Pamela,Z,10,6,10,0
Thomas,Y,82,6,5,1
Arturo,J,85,6,9,1
Sarah,G,13,5,12,0
Robert,D,13,6,14,0
Donna,J,86,5,6,1
Emma,R,70,4,13,0
Tyler,V,63,5,2,0
Frank,Z,20,5,20,0
Quentin,T,32,7,3,0
Sandra,W,59,6,4,0
Jennifer,R,98,8,8,1
James,L,52,5,2,0
Adrian,O,35,6,14,0
David,D,0,5,0,0
Jessica,T,59,7,10,0
John,T,20,4,10,0
Sherwood,T,1,8,1,0
David,D,63,5,0,0
Anthony,R,69,7,17,0
Angela,I,91,6,8,1
Kaleigh,J,52,7,1,0
Connie,Z,88,6,23,1
Barry,I,89,5,7,1
Dale,H,76,4,4,1
Leon,V,73,4,10,0
Paul,B,7,4,14,0
Basil,C,53,5,1,0
Bianca,I,9,6,7,0
Dennis,X,18,6,20,0
Noreen,M,12,6,1,0
Kim,R,30,3,7,0
Joey,T,5,4,10,0
Sheila,I,19,6,10,0
Armand,D,37,6,3,0
Brian,B,16,5,0,0
Maria,T,88,5,7,1
Angelica,R,7,8,17,0
Rich,H,24,4,10,0
Gail,L,9,4,5,0
Tracey,G,46,6,13,0
Chad,U,94,4,18,1
Jaime,X,59,5,14,0
Mack,P,77,4,3,1
Jess,H,68,4,2,0
Patricia,W,7,8,7,0
Velma,K,86,5,11,1
Carmelo,U,61,7,18,0
Maria,L,67,5,1,0
Mary,H,44,4,5,0
Felicia,I,99,7,3,1
Dorothy,T,57,7,16,0
Norman,F,89,6,8,1
Marylyn,O,2,7,2,0
Albert,G,87,6,6,1
Sharon,X,51,6,5,0
Carlos,V,27,6,19,0
Sherry,P,13,6,3,0
Kimberly,E,21,8,6,0
Augusta,L,95,7,11,1
David,U,75,5,17,0
Nikole,E,78,6,9,1
Brandy,R,86,6,16,1
Richard,U,22,7,3,0
Ryan,O,51,4,3,0
Paul,R,27,4,2,0
Andrew,Z,15,6,25,0
Alan,M,51,4,12,0
William,P,18,7,7,0
Molly,M,99,5,0,1
Holly,M,75,5,5,0
Jody,P,14,4,6,0
Kim,Z,65,3,15,0
Jean,U,79,4,11,1
Gladys,A,25,6,6,0
Clyde,X,40,5,21,0
Rosalind,T,92,8,2,1
Marx,M,25,4,0,0
Donald,Z,97,6,22,1
Wanda,J,36,5,13,0
William,N,86,7,9,1
Jesse,D,71,5,6,0
Johnny,Y,77,6,15,1
Richard,Q,3,7,1,0
Ruby,A,48,4,17,0
Cedric,X,38,6,21,0
James,B,75,5,8,0
Andrew,I,95,6,8,1
Dorothy,Y,63,7,21,0
Maria,H,51,5,5,0
Marcus,H,100,6,5,1
Violet,Y,62,6,3,0
Josette,Q,63,7,7,0
Sammie,X,73,6,5,0
Ruth,Q,84,4,1,1
Jessica,U,74,7,11,0
Kenny,M,79,5,2,1
Timothy,M,78,7,7,1
Libbie,L,64,6,0,0
David,A,97,5,3,1
Kelly,G,17,5,4,0
Neil,S,67,4,5,0
Kevin,V,94,5,11,1
Christopher,X,25,11,21,0
Brooks,P,95,6,14,1
Alan,M,8,4,12,0
Charlotte,J,21,9,7,0
Kevin,J,37,5,1,0
Georgia,G,76,7,0,1
Michael,K,18,7,2,0
Daniel,J,27,6,6,0
